X;CH1;CH2;Math;0,76;
Second;Volt;Volt;Volt;;
302;-7,99E-02;1,12E+00;-1,20E+00;0,76;
304;-4,00E-02;1,16E+00;-1,20E+00;0,76;
306;-7,99E-02;1,20E+00;-1,28E+00;0,76;
308;-4,00E-02;1,16E+00;-1,20E+00;0,76;
310;-7,99E-02;1,16E+00;-1,24E+00;0,76;
312;-4,00E-02;1,16E+00;-1,20E+00;0,76;
314;-7,99E-02;1,20E+00;-1,28E+00;0,76;
316;-7,99E-02;1,16E+00;-1,24E+00;0,76;
318;-4,00E-02;1,20E+00;-1,24E+00;0,76;
320;-4,00E-02;1,16E+00;-1,20E+00;0,76;
322;-7,99E-02;1,20E+00;-1,28E+00;0,76;
324;-7,99E-02;1,20E+00;-1,28E+00;0,76;
326;-4,00E-02;1,16E+00;-1,20E+00;0,76;
328;-7,99E-02;1,16E+00;-1,24E+00;0,76;
330;-4,00E-02;1,20E+00;-1,24E+00;0,76;
332;-4,00E-02;1,16E+00;-1,20E+00;0,76;
334;-7,99E-02;1,12E+00;-1,20E+00;0,76;
336;-4,00E-02;1,20E+00;-1,24E+00;0,76;
338;-7,99E-02;1,12E+00;-1,20E+00;0,76;
340;-4,00E-02;1,12E+00;-1,16E+00;0,76;
342;-7,99E-02;1,20E+00;-1,28E+00;0,76;
344;-4,00E-02;1,16E+00;-1,20E+00;0,76;
346;-7,99E-02;1,20E+00;-1,28E+00;0,76;
348;-7,99E-02;1,12E+00;-1,20E+00;0,76;
350;-4,00E-02;1,20E+00;-1,24E+00;0,76;
352;-4,00E-02;1,16E+00;-1,20E+00;0,76;
354;-7,99E-02;1,20E+00;-1,28E+00;0,76;
356;-4,00E-02;1,20E+00;-1,24E+00;0,76;
358;-7,99E-02;1,12E+00;-1,20E+00;0,76;
360;-4,00E-02;1,20E+00;-1,24E+00;0,76;
362;-7,99E-02;1,12E+00;-1,20E+00;0,76;
364;-4,00E-02;1,16E+00;-1,20E+00;0,76;
366;-7,99E-02;1,20E+00;-1,28E+00;0,76;
368;-7,99E-02;1,16E+00;-1,24E+00;0,76;
370;-4,00E-02;1,20E+00;-1,24E+00;0,76;
372;-4,00E-02;1,20E+00;-1,24E+00;0,76;
374;-7,99E-02;1,16E+00;-1,24E+00;0,76;
376;-7,99E-02;1,16E+00;-1,24E+00;0,76;
378;-4,00E-02;1,20E+00;-1,24E+00;0,76;
380;-4,00E-02;1,16E+00;-1,20E+00;0,76;
382;-7,99E-02;1,20E+00;-1,28E+00;0,76;
384;-4,00E-02;1,16E+00;-1,20E+00;0,76;
386;-7,99E-02;1,24E+00;-1,32E+00;0,76;
388;-4,00E-02;1,16E+00;-1,20E+00;0,76;
390;-7,99E-02;1,20E+00;-1,28E+00;0,76;
392;-4,00E-02;1,20E+00;-1,24E+00;0,76;
394;-7,99E-02;1,12E+00;-1,20E+00;0,76;
396;-4,00E-02;1,16E+00;-1,20E+00;0,76;
398;-7,99E-02;1,20E+00;-1,28E+00;0,76;
400;-4,00E-02;1,16E+00;-1,20E+00;0,76;
402;-7,99E-02;1,20E+00;-1,28E+00;0,76;
404;-4,00E-02;1,16E+00;-1,20E+00;0,76;
406;-7,99E-02;1,20E+00;-1,28E+00;0,76;
408;-4,00E-02;1,16E+00;-1,20E+00;0,76;
410;-7,99E-02;1,20E+00;-1,28E+00;0,76;
412;-4,00E-02;1,16E+00;-1,20E+00;0,76;
414;-7,99E-02;1,16E+00;-1,24E+00;0,76;
416;-7,99E-02;1,20E+00;-1,28E+00;0,76;
418;-4,00E-02;1,12E+00;-1,16E+00;0,76;
420;-7,99E-02;1,12E+00;-1,20E+00;0,76;
422;-4,00E-02;1,20E+00;-1,24E+00;0,76;
424;-4,00E-02;1,12E+00;-1,16E+00;0,76;
426;-7,99E-02;1,20E+00;-1,28E+00;0,76;
428;-7,99E-02;1,16E+00;-1,24E+00;0,76;
430;-4,00E-02;1,16E+00;-1,20E+00;0,76;
432;-4,00E-02;1,16E+00;-1,20E+00;0,76;
434;-7,99E-02;1,20E+00;-1,28E+00;0,76;
436;-4,00E-02;1,16E+00;-1,20E+00;0,76;
438;-7,99E-02;1,20E+00;-1,28E+00;0,76;
440;-7,99E-02;1,16E+00;-1,24E+00;0,76;
442;-4,00E-02;1,16E+00;-1,20E+00;0,76;
444;-4,00E-02;1,16E+00;-1,20E+00;0,76;
446;-7,99E-02;1,16E+00;-1,24E+00;0,76;
448;-7,99E-02;1,16E+00;-1,24E+00;0,76;
450;-4,00E-02;1,16E+00;-1,20E+00;0,76;
452;-4,00E-02;1,16E+00;-1,20E+00;0,76;
454;-7,99E-02;1,16E+00;-1,24E+00;0,76;
456;-4,00E-02;1,16E+00;-1,20E+00;0,76;
458;-7,99E-02;1,20E+00;-1,28E+00;0,76;
460;-4,00E-02;1,20E+00;-1,24E+00;0,76;
462;-7,99E-02;1,16E+00;-1,24E+00;0,76;
464;-4,00E-02;1,16E+00;-1,20E+00;0,76;
466;-7,99E-02;1,20E+00;-1,28E+00;0,76;
468;-4,00E-02;1,16E+00;-1,20E+00;0,76;
470;-7,99E-02;1,20E+00;-1,28E+00;0,76;
472;-7,99E-02;1,16E+00;-1,24E+00;0,76;
474;-4,00E-02;1,20E+00;-1,24E+00;0,76;
476;-4,00E-02;1,16E+00;-1,20E+00;0,76;
478;-7,99E-02;1,20E+00;-1,28E+00;0,76;
480;-4,00E-02;1,20E+00;-1,24E+00;0,76;
482;-4,00E-02;1,16E+00;-1,20E+00;0,76;
484;-4,00E-02;1,16E+00;-1,20E+00;0,76;
486;-7,99E-02;1,16E+00;-1,24E+00;0,76;
488;-4,00E-02;1,20E+00;-1,24E+00;0,76;
490;-7,99E-02;1,16E+00;-1,24E+00;0,76;
492;-4,00E-02;1,20E+00;-1,24E+00;0,76;
494;-7,99E-02;1,16E+00;-1,24E+00;0,76;
496;-4,00E-02;1,16E+00;-1,20E+00;0,76;
498;-7,99E-02;1,20E+00;-1,28E+00;0,76;
500;-4,00E-02;1,12E+00;-1,16E+00;0,76;
502;-4,00E-02;1,20E+00;-1,24E+00;0,76;
504;-4,00E-02;1,16E+00;-1,20E+00;0,76;
506;-7,99E-02;1,20E+00;-1,28E+00;0,76;
508;-4,00E-02;1,20E+00;-1,24E+00;0,76;
510;-4,00E-02;1,16E+00;-1,20E+00;0,76;
512;-4,00E-02;1,20E+00;-1,24E+00;0,76;
514;-7,99E-02;1,16E+00;-1,24E+00;0,76;
516;-7,99E-02;1,16E+00;-1,24E+00;0,76;
518;-4,00E-02;1,16E+00;-1,20E+00;0,76;
520;-7,99E-02;1,16E+00;-1,24E+00;0,76;
522;-4,00E-02;1,16E+00;-1,20E+00;0,76;
524;-4,00E-02;1,16E+00;-1,20E+00;0,76;
526;-4,00E-02;1,20E+00;-1,24E+00;0,76;
528;-7,99E-02;1,16E+00;-1,24E+00;0,76;
530;-4,00E-02;1,20E+00;-1,24E+00;0,76;
532;-4,00E-02;1,16E+00;-1,20E+00;0,76;
534;-7,99E-02;1,20E+00;-1,28E+00;0,76;
536;-4,00E-02;1,16E+00;-1,20E+00;0,76;
538;-7,99E-02;1,20E+00;-1,28E+00;0,76;
540;-7,99E-02;1,16E+00;-1,24E+00;0,76;
542;-4,00E-02;1,20E+00;-1,24E+00;0,76;
544;-4,00E-02;1,16E+00;-1,20E+00;0,76;
546;-7,99E-02;1,20E+00;-1,28E+00;0,76;
548;-4,00E-02;1,16E+00;-1,20E+00;0,76;
550;-7,99E-02;1,16E+00;-1,24E+00;0,76;
552;-4,00E-02;1,20E+00;-1,24E+00;0,76;
554;-7,99E-02;1,12E+00;-1,20E+00;0,76;
556;-7,99E-02;1,12E+00;-1,20E+00;0,76;
558;-4,00E-02;1,20E+00;-1,24E+00;0,76;
560;-7,99E-02;1,16E+00;-1,24E+00;0,76;
562;-4,00E-02;1,16E+00;-1,20E+00;0,76;
564;-4,00E-02;1,16E+00;-1,20E+00;0,76;
566;-7,99E-02;1,16E+00;-1,24E+00;0,76;
568;-7,99E-02;1,16E+00;-1,24E+00;0,76;
570;-4,00E-02;1,20E+00;-1,24E+00;0,76;
572;-4,00E-02;1,16E+00;-1,20E+00;0,76;
574;-7,99E-02;1,16E+00;-1,24E+00;0,76;
576;-4,00E-02;1,20E+00;-1,24E+00;0,76;
578;-7,99E-02;1,16E+00;-1,24E+00;0,76;
580;-4,00E-02;1,16E+00;-1,20E+00;0,76;
582;-7,99E-02;1,12E+00;-1,20E+00;0,76;
584;-4,00E-02;1,16E+00;-1,20E+00;0,76;
586;-4,00E-02;1,20E+00;-1,24E+00;0,76;
588;-4,00E-02;1,16E+00;-1,20E+00;0,76;
590;-7,99E-02;1,20E+00;-1,28E+00;0,76;
